svd,EXHIBITION_NAME,EXHIBITION_COUNTRY,EXHIBITION_LOCATION,EXHIBITS,EXHIBITION_INDUSTRY,FREQUENCY,CONTACT_EMAIL
0.499623214,INFARMA Barcelona 2015 - European Pharmacies Conference Medicine and Parapharmacy Exhibition 27th EDITION (INFARMA Barcelona 2015),Spain,Fira Barcelona Gran Via,"prescription medicine, generic medicine,  phytotherapy, nutritional supplements, homeopathy, health products, optics, orthopaedics, healing products, formulation products and tools, consulting, marketing and distribution, facilities, decoration technical publications,  multimedia.","MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/HealthCare(Equipment,Products&Services);Information,Telecommunication/Optics,OpticalInstruments,Laser;Services/Advertising,Marketing,BusinessAdministration;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics",Annual,ferias@interalia.es
0.42613458,"23rd International Trade Fair of Electrotechnics, Electronics, Automation, Communication, Lighting and Security Technologies(AMPER 2015)",Czech Republic,Brno Exhibition Centre,"Electrotechnics, Electronics, Automation, Communication, Lighting and Security Technologies","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Living/Security,Safety,FireProtection,Police,Defense;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,kurdiovsky@terinvest.com
0.61878002,CABSAT 2015,United Arab Emirates,Dubai World Trade Centre,Content Aquisition and Production; Professional Audio; Management Systems; Broadcasting; Post Production; Content and Communications; Connected Devices; Content Distribution and Delivery Systems; Satellite & Communications Products and Services.,"Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Services/Advertising,Marketing,BusinessAdministration;Others/Others",Annual,cabsat@dwtc.com
0.549159758,Interphex 2015 - International Pharmaceutical Expo,United States,Jacob K. Javits Convention Center of New York,"Bio Process Equipment, System & Services, Cleanroom Equipment & supplies, Contaract Reserch Devedlopment, Manufacturing & Packaging, Laboratory & testing, QA/QC, Packaging Equipment, Press Components, Processing Equipments.","Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/Medical&HospitalEquipment,,Supplies;Machinery,IndustrialTechnology/MaterialHandling,Pneumatics;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Annual,inquiry@interphex.com
0.618415158,Brazil Road Expo 2015,Brazil,TRANSAMERICA EXPO CENTER,"equipment and services for the construction, maintenance, repair or management of roads and highways, including paving, signage and monitoring, works of art such as tunnels, bridges and viaducts.","Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Building,Construction/Building&Construction,RealEstate;Services/Advertising,Marketing,BusinessAdministration",Annual,info@brazilroadexpo.com.br
0.488411748,AMERICANA 2015 - International Environmental Technology Trade Show & Conference(AMERICANA 2015),Canada,Palais des congres de Montreal,"Air Quality Technologies, Associations, Chemical, Petroleum and Mining Products, Climate change, Control and Instrumentation, Drinking Water and Wastewater Management Education, Environment Services, Government Services, Laboratories, R&D, Recycling and Reclamation, Renewable energies, etc.","Environment/EnvironmentalProtection,WasteDisposal,Recycling;FundamentalIndustries/Mining,Energy;FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting",Biennial,NULL
0.560201607,"The 10th International Processing, Packaging Exhibition and Conference for Vietnam(ProPak Vietnam 2015)",Vietnam,Saigon Exhibition and Convention Center (SECC),"Bottling Technology, Canning & Can Making, Confectionery Equipment, Beverage Technology, Meat Processing & Packaging Technology, Pharmaceutical Processing & Packaging, Fish & Seafood Processing Technology, Food Processing Machinery, Measurement & Weighing, Testing & Quality Control, etc.","Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Living/Cosmetics,BeautyCareProducts,Perfumery",Annual,propakvietnam@vietallworld.com
0.493169797,"IT&CM China - Incentive Travel & Conventions, Meetings China(IT&CM China)",China,Shanghai World Expo Exhibition & Convention Center (SWEECC),"Adventure & Incentive Travel, Airlines, Airports, Coach, Car and Railway Operators, Convention & Exhibition Venues, Credit/Charge Card Companies, Cruise Lines, Destination Management, Event Management, Entertainment, Global Distribution Systems, Golf Courses, Hotels & Resorts, Spas, etc.","Hobby,Education/Tourism&Travel(Goods,Facilities&Services);Services/Hotel,Restaurant&CateringBusiness;Transportation,Logistics,Packaging/Aerospace&Aviation,AirportEquipment;Transportation,Logistics,Packaging/RailTraffic&OtherTransportationMachinery",Annual,itcmchina@ttgasia.com
0.667271319,BuildingsNY 2015,United States,Jacob K. Jabits Convention Center,"Marketing/Leasing, Back Office/Building Automation, Environmental Maintenance & Operations, Security/Life Safety, Design & Construction,  Restoration & Renovation, Energy/Energy Management, Disaster Relief.","Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/BuildingMaintenance,Repair,Cleaning;Living/Security,Safety,FireProtection,Police,Defense;Services/Advertising,Marketing,BusinessAdministration;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Annual,inquiry@buildingsny.com
0.543342288,R+T Asia 2015,China,Shanghai New International Expo Centre,"WINDOW DECORATION, Blinds and shutters, Window fabric Shutters, Venetian blindMachinery, Window accessories, ROLLER SHUTTERS&EXTERIOR, SUN-PROTECTION, Metal exterior shutters, Exterior sun protection system, DOORS&GATES, Industrial door,Automatic door, Garage door, Door operator, Gates.","Building,Construction/Building&Construction,RealEstate;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment",Annual,rtasia@vnuexhibitions.com.cn
0.351756635,WATER PHILIPPINES 2015 EXPO,Philippines,SMX Convention Center,"Water, Sanitation, Industrial Wastewater Treatment & Purification.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Biennial,waterphilippines@ubm.com
0.521452957,GLOBALCON CONFERENCE & EXPO 2015(GLOBALCON),United States,Pennsylvania Convention Center,"Solar energy, hvac, lighting, cogen facility, building, boiler, thermal geoexchange, electrical plant, utility, mechanical industrial maintenance, environmental.","Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Annual,ashley@aeecenter.org
0.44522206,Taipei Int'l Sporting Goods Show (TaiSPO 2015),Taiwan,TWTC Exhibition Hall 1 & 3,"Fitness Equipment, Outdoor Sport Products, Sports Balls, Massage Products, Miscellaneous Products, Fitness Club Service and Management Area.","Hobby,Education/Sports(Goods,Facilities&Services);MedicalCare,Health/Fitness;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Annual,taispo@taitra.org.tw
0.56028614,Taiwan International Diving and Water Sports Show (DiWaS 2015),Taiwan,TWTC Exhibition Hall 1,"Diving Equipment, Snorkeling Equipment, Surfing and Paddle Sports Equipment, Swimming Gear, Swimming Wear, Inflatable Boats, Life jackets and other water sports goods.","Hobby,Education/Sports(Goods,Facilities&Services)",Annual,taispo@taitra.org.tw
0.54262499,9th International specialised FAIRS OF TASTES(FAIRS OF TASTES),Slovenia,Ljubljana Exhibition and Convention Centre,"Food, Ice Cream, Pastry Products, Bread and Pizza, Slow Food, Fast Food, Beverages, Coffee & Tea and other similar drinks, Catering, Equipment and Machinery for hotels, restaurants, cafes, pubs etc., Packaging and other essential equipment, etc.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Services/Hotel,Restaurant&CateringBusiness",Annual,info@gast.si
0.425899651,Infosecurity.be,Belgium,Brussels Exhibition Centre (Brussels Expo),"Internet security: network security, content security, anti-virus, anti-spam, firewalls, IDS, encryption, wireless security, VPN, risk assessment, IT forensics, identity management, authority management.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Living/Security,Safety,FireProtection,Police,Defense",Annual,info@jaarbeurs.nl
0.513704653,2015 Taipei Int'l Sports Textile & Accessory Expo (SpoMode 2015),Taiwan,TWTC Exhibition,"Sportswear, Fabrics, Sports Accessories, Textile Accessories and sports bags and backpacks.","Hobby,Education/Sports(Goods,Facilities&Services)",Annual,taispo@taitra.org.tw
0.445770526,Taipei International Cycle Show(TAIPEI CYCLE 2015),Taiwan,"TWTC NANGANG Exhibition Hall & TWTC Hall 1, 2F","Complete Bicycles, Bicycle Parts, Bicycle Accessories, LEV (Light Electric Vehicles), etc.","Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Transportation,Logistics,Packaging/Bicycles,Motorcycles(incl.Parts);Living/Textiles&Apparel(Materials,Products&Machinery);Hobby,Education/Sports(Goods,Facilities&Services);Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,cycle@taitra.org.tw
0.47307602,CPhI Southeast Asia 2015(CPhI SEA),Indonesia,Jakarta International Expo,"APIs / Intermediates / Natural Extracts / Biopharmaceuticals / Custom Manufacturing / Fine Chemicals / Excipients, Formulation / General.","MedicalCare,Health/Pharmaceuticals,Pharmacy",Annual,cphisea@ubm.com
0.583281844,International Natural Stone and Technologies Fair(MARBLE 2015),Turkey,Izmir International Fair Centre,"MARBLE, TRAVERTINE, GRANITE, ONYX, DECORATIVE STONES, BLOCK, natural stone, stone technology.","FundamentalIndustries/Minerals,Stones,Glass,Ceramics;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D",Annual,hurmen.aslan@izmirfair.com.tr
0.331793668,"AMBERIF - 22nd International Fair of Amber, Jewellery and Gemstones(AMBERIF)",Poland,Amber Expo,"Jewellery with Amber, Gold and Silver Jewellery, Gemstones, Silverware, Gifts, Watches, Machines and Technologies, Packaging, Applied Art.","Living/Jewelry,Gold/Silverware,Accessories;Hobby,Education/Arts&Crafts,Antiques",Annual,amberif@mtgsa.com.pl
0.565924918,Automechanika Kuala Lumpur 2015,Malaysia,Kuala Lumpur Convention Centre,"Automotive Parts & Components, Electronics & Systems, Accessories & Tuning, Repair & Maintenance, IT & Management and  Serivce Station & Car Wash.","FundamentalIndustries/Mining,Energy;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Transportation,Logistics,Packaging/Bicycles,Motorcycles(incl.Parts)",Biennial,catis.cheung@hongkong.messefrankfurt.com
0.485442538,Anfas City Expo 2015,Turkey,Antalya Expo Center,"Municipality Vehicles, Transportation Vehicles, Municipality Fixtures and Consumer Material, City Furnitures, Landscape Gardening Equipment, Landscape Accessories and Equipments, Infrastructure, Water, Gas, Road Materials and Equipment, Cleaning and Maintenance Equipments and Materials, etc.","Building,Construction/Building&Construction,RealEstate;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Building,Construction/BuildingMaintenance,Repair,Cleaning",Annual,info@anfas.com.tr
0.3704727,BASELWORLD 2015,Switzerland,Messe Basel,"Watches, Clocks and Jewellery.","Living/Watches&Clocks,Cameras;Living/Jewelry,Gold/Silverware,Accessories",Annual,visitor@baselworld.com
0.586135674,MID-AMERICA TRUCKING SHOW 2015(MATS 2015),United States,Kentucky Exposition Center,"Trucks and Equipment: Truck and trailer wheels, rims, parts and accessories, Trucks and trailer suspension parts, Truck lifts, Truck wheel alignment, wheel balancing and truck frame correction equipment, Electronic suspension control products and air suspension control products, etc.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Living/Laundry,DryCleaning,Dyeing",Annual,NULL
0.493755054,Edmonton Home & Garden Show 2015,Canada,Edmonton Expo Centre,"Crafts, Food and beverage, Home decor, Interior design, Home exteriors, Lighting, Recreation, Pool & Spa, Solar Power, Green Energy, Flooring, Painting, Home entertainment & electronics","Hobby,Education/Hobby,Do-It-Yourself,Collector'sItems;Living/Furniture&Furnishings,Parts;Living/Housewares,Tableware,Porcelain,Glassware;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;FundamentalIndustries/Mining,Energy;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,kristyc@mpeshows.com
0.363950996,MECSPE - Technologies for Innovation,Italy,Fiere di Parma,"Metal structural, Mechanical Engineering, Electronics; Moulds, Standardized components, Design; Electroplating, chemical and electrochemical processes, Installations for the treatment of surfaces; Machine tools and equipment, Laser; Metrology and Quality Control, Power transmission, etc.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics",Annual,info@senaf.it
